,Gender,Home Location,Level of Education,Age(Years),Number of Subjects,Device type used to attend classes,Economic status,Family size,Internet facility in your locality,Are you involved in any sports?,Do elderly people monitor you?,Study time (Hours),Sleep time (Hours),Time spent on social media (Hours),Interested in Gaming?,Have separate room for studying?,Engaged in group studies?,Average marks scored before pandemic in traditional classroom,Your interaction in online mode,Clearing doubts with faculties in online mode,Interested in?,Performance in online,Your level of satisfaction in Online Education
749,Male,Rural,School,17.0,8.0,Laptop,Middle Class,4.0,3.0,No,Yes,8.0,8.0,1.0,No,Yes,yes,81-90,4.0,4.0,Theory,8.0,Good
750,Female,Urban,Under Graduate,17.0,6.0,Laptop,Middle Class,5.0,3.0,No,Yes,2.0,6.0,1.0,No,Yes,No,81-90,3.0,3.0,Theory,6.0,Average
751,Female,Urban,Post Graduate,18.0,6.0,Mobile,Middle Class,6.0,4.0,No,No,2.0,7.0,4.0,No,No,No,91-100,3.0,2.0,Practical,5.0,Average
752,Female,Rural,Under Graduate,17.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,6.0,8.0,2.0,Yes,Yes,yes,71-80,3.0,3.0,Theory,8.0,Average
753,Male,Urban,Under Graduate,18.0,6.0,Mobile,Middle Class,4.0,2.0,No,Yes,7.0,8.0,2.0,Yes,No,No,71-80,2.0,2.0,Theory,7.0,Average
754,Female,Urban,Under Graduate,17.0,6.0,Laptop,Middle Class,5.0,3.0,No,Yes,2.0,6.0,1.0,No,Yes,No,71-80,3.0,3.0,Theory,6.0,Average
755,Female,Urban,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,8.0,1.0,Yes,Yes,No,81-90,4.0,4.0,Theory,8.0,Average
756,Female,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,5.0,5.0,2.0,Yes,No,yes,71-80,3.0,3.0,Practical,7.0,Average
757,Female,Rural,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,3.0,No,Yes,5.0,7.0,2.0,No,No,No,81-90,4.0,3.0,Theory,8.0,Average
758,Female,Rural,Under Graduate,18.0,8.0,Laptop,Middle Class,4.0,4.0,Yes,No,3.0,8.0,1.0,Yes,No,No,61-70,3.0,3.0,Theory,6.0,Average
759,Male,Rural,Under Graduate,21.0,7.0,Laptop,Middle Class,5.0,3.0,No,No,3.0,8.0,2.0,No,No,No,81-90,1.0,2.0,Both,4.0,Bad
760,Female,Urban,Under Graduate,18.0,5.0,Mobile,Middle Class,5.0,2.0,Yes,No,1.0,8.0,1.0,No,No,yes,81-90,3.0,1.0,Theory,6.0,Bad
761,Male,Rural,Under Graduate,18.0,6.0,Mobile,Middle Class,4.0,2.0,Yes,No,1.0,7.0,5.0,Yes,No,No,41-50,1.0,1.0,Practical,4.0,Bad
762,Male,Rural,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,7.0,1.0,No,Yes,yes,81-90,4.0,4.0,Practical,8.0,Bad
763,Male,Rural,Under Graduate,19.0,8.0,Laptop,Middle Class,4.0,3.0,No,No,4.0,8.0,2.0,Yes,No,No,91-100,2.0,2.0,Practical,4.0,Average
764,Male,Rural,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,3.0,No,Yes,3.0,8.0,2.0,Yes,No,No,81-90,3.0,3.0,Practical,6.0,Average
765,Male,Urban,Under Graduate,18.0,6.0,Mobile,Poor,5.0,3.0,No,Yes,5.0,7.0,6.0,Yes,No,No,81-90,4.0,3.0,Practical,7.0,Average
766,Male,Urban,School,19.0,7.0,Laptop,Middle Class,4.0,3.0,No,No,4.0,8.0,5.0,No,No,No,61-70,3.0,3.0,Practical,5.0,Average
767,Female,Rural,Under Graduate,19.0,6.0,Mobile,Middle Class,5.0,3.0,No,No,3.0,7.0,1.0,Yes,No,No,71-80,3.0,2.0,Theory,5.0,Average
768,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,6.0,4.0,Yes,Yes,10.0,8.0,1.0,Yes,Yes,yes,71-80,4.0,3.0,Both,8.0,Good
769,Male,Urban,Under Graduate,18.0,5.0,Laptop,Middle Class,4.0,4.0,No,Yes,3.0,8.0,4.0,Yes,Yes,No,41-50,1.0,2.0,Theory,8.0,Bad
770,Male,Urban,Under Graduate,21.0,7.0,Laptop,Middle Class,6.0,4.0,Yes,Yes,10.0,8.0,1.0,Yes,Yes,yes,71-80,4.0,4.0,Both,8.0,Good
771,Male,Urban,Under Graduate,18.0,8.0,Laptop,Middle Class,5.0,3.0,No,Yes,1.0,7.0,2.0,No,No,No,71-80,3.0,1.0,Practical,8.0,Average
772,Female,Urban,School,19.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,6.0,1.0,No,Yes,No,81-90,4.0,3.0,Both,8.0,Good
773,Male,Urban,Under Graduate,19.0,5.0,Mobile,Middle Class,6.0,4.0,Yes,Yes,3.0,8.0,4.0,Yes,Yes,No,71-80,4.0,4.0,Practical,7.0,Average
774,Male,Rural,Under Graduate,19.0,5.0,Mobile,Middle Class,4.0,4.0,No,Yes,8.0,8.0,2.0,Yes,No,No,71-80,3.0,4.0,Practical,7.0,Average
775,Male,Urban,Under Graduate,19.0,6.0,Mobile,Middle Class,4.0,4.0,No,Yes,4.0,8.0,3.0,Yes,No,No,71-80,5.0,5.0,Practical,8.0,Good
776,Female,Urban,Under Graduate,19.0,7.0,Laptop,Rich,5.0,5.0,No,No,10.0,8.0,2.0,No,Yes,No,91-100,3.0,3.0,Practical,9.0,Bad
778,Male,Urban,Under Graduate,20.0,7.0,Mobile,Middle Class,4.0,3.0,No,No,2.0,8.0,1.0,Yes,No,No,81-90,2.0,2.0,Practical,7.0,Average
779,Female,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,6.0,8.0,4.0,No,Yes,yes,71-80,4.0,5.0,Theory,8.0,Average
780,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,4.0,No,No,2.0,7.0,1.0,Yes,Yes,yes,81-90,4.0,3.0,Both,8.0,Average
781,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,4.0,No,No,3.0,6.0,3.0,Yes,Yes,yes,81-90,1.0,1.0,Both,6.0,Bad
784,Male,Rural,Under Graduate,19.0,6.0,Mobile,Middle Class,6.0,4.0,Yes,Yes,3.0,8.0,2.0,No,No,No,71-80,4.0,4.0,Theory,9.0,Good
786,Male,Rural,Under Graduate,19.0,7.0,Mobile,Poor,5.0,3.0,Yes,Yes,6.0,8.0,1.0,Yes,Yes,No,91-100,2.0,2.0,Practical,8.0,Average
787,Female,Rural,Under Graduate,18.0,7.0,Mobile,Middle Class,5.0,3.0,No,Yes,6.0,7.0,5.0,No,No,No,61-70,3.0,3.0,Theory,7.0,Good
788,Male,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,3.0,No,Yes,2.0,6.0,1.0,No,No,No,81-90,4.0,4.0,Both,8.0,Average
789,Female,Urban,Under Graduate,18.0,7.0,Mobile,Middle Class,3.0,5.0,Yes,Yes,6.0,7.0,2.0,Yes,Yes,No,81-90,5.0,5.0,Both,10.0,Good
790,Male,Rural,Under Graduate,21.0,7.0,Mobile,Middle Class,4.0,2.0,No,No,2.0,8.0,1.0,No,No,yes,81-90,2.0,3.0,Practical,7.0,Average
792,Female,Urban,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,3.0,No,Yes,5.0,6.0,2.0,No,Yes,No,91-100,3.0,3.0,Practical,7.0,Good
793,Male,Urban,Under Graduate,19.0,7.0,Laptop,Middle Class,5.0,2.0,No,No,4.0,4.0,1.0,Yes,Yes,No,91-100,1.0,1.0,Practical,6.0,Bad
795,Female,Urban,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,3.0,Yes,No,5.0,8.0,3.0,No,No,No,81-90,4.0,4.0,Theory,8.0,Average
796,Female,Rural,Under Graduate,19.0,7.0,Laptop,Middle Class,5.0,4.0,No,No,7.0,9.0,3.0,No,Yes,No,71-80,4.0,3.0,Theory,8.0,Average
797,Male,Rural,Under Graduate,20.0,7.0,Mobile,Middle Class,3.0,4.0,No,No,3.0,7.0,3.0,Yes,Yes,yes,61-70,3.0,3.0,Theory,7.0,Good
799,Female,Rural,Under Graduate,20.0,8.0,Laptop,Middle Class,6.0,2.0,No,Yes,8.0,6.0,2.0,No,Yes,No,81-90,3.0,3.0,Practical,6.0,Bad
800,Male,Urban,Under Graduate,18.0,5.0,Laptop,Middle Class,3.0,3.0,No,Yes,3.0,8.0,3.0,No,No,No,71-80,3.0,3.0,Both,10.0,Average
802,Male,Urban,Under Graduate,20.0,8.0,Mobile,Middle Class,5.0,4.0,Yes,No,3.0,6.0,2.0,Yes,Yes,No,71-80,4.0,4.0,Theory,7.0,Good
804,Male,Rural,Under Graduate,18.0,5.0,Laptop,Middle Class,4.0,4.0,No,No,1.0,7.0,2.0,Yes,No,No,51-60,4.0,4.0,Theory,7.0,Average
805,Male,Urban,Under Graduate,20.0,8.0,Mobile,Middle Class,5.0,3.0,Yes,No,7.0,8.0,2.0,Yes,No,yes,61-70,3.0,2.0,Both,8.0,Average
806,Male,Rural,Post Graduate,20.0,7.0,Laptop,Middle Class,4.0,5.0,No,Yes,4.0,8.0,3.0,Yes,Yes,No,51-60,5.0,5.0,Theory,10.0,Good
807,Male,Rural,Under Graduate,21.0,7.0,Mobile,Middle Class,3.0,4.0,No,No,7.0,7.0,4.0,No,No,No,81-90,2.0,2.0,Practical,8.0,Average
808,Male,Rural,Under Graduate,20.0,7.0,Mobile,Middle Class,4.0,3.0,Yes,No,7.0,7.0,2.0,Yes,No,No,71-80,3.0,2.0,Theory,7.0,Average
809,Male,Rural,Under Graduate,21.0,7.0,Mobile,Middle Class,4.0,2.0,No,Yes,3.0,6.0,2.0,Yes,Yes,yes,61-70,2.0,2.0,Practical,4.0,Average
810,Male,Rural,Under Graduate,20.0,7.0,Mobile,Middle Class,5.0,3.0,No,Yes,2.0,8.0,4.0,Yes,Yes,No,71-80,3.0,3.0,Theory,6.0,Good
811,Female,Rural,Under Graduate,18.0,6.0,Mobile,Middle Class,4.0,3.0,No,Yes,1.0,8.0,3.0,Yes,Yes,No,91-100,3.0,3.0,Practical,7.0,Average
812,Male,Urban,Under Graduate,20.0,7.0,Mobile,Middle Class,5.0,3.0,No,No,2.0,7.0,1.0,No,Yes,No,71-80,3.0,3.0,Both,8.0,Good
813,Female,Urban,Under Graduate,20.0,7.0,Mobile,Middle Class,5.0,3.0,No,Yes,6.0,8.0,4.0,No,No,yes,71-80,3.0,2.0,Theory,6.0,Average
814,Male,Rural,Under Graduate,20.0,8.0,Mobile,Middle Class,4.0,3.0,Yes,No,6.0,6.0,1.0,No,Yes,No,61-70,5.0,3.0,Theory,7.0,Good
815,Male,Urban,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,3.0,No,Yes,4.0,8.0,3.0,Yes,Yes,No,71-80,3.0,3.0,Theory,8.0,Good
816,Male,Rural,Under Graduate,23.0,7.0,Laptop,Middle Class,4.0,4.0,No,No,4.0,7.0,4.0,No,Yes,yes,81-90,4.0,2.0,Practical,9.0,Good
817,Male,Rural,Under Graduate,20.0,7.0,Mobile,Middle Class,3.0,3.0,No,No,2.0,8.0,1.0,No,Yes,yes,61-70,3.0,3.0,Practical,7.0,Average
818,Male,Rural,Under Graduate,21.0,7.0,Mobile,Middle Class,4.0,3.0,Yes,No,7.0,7.0,2.0,No,Yes,No,71-80,3.0,3.0,Theory,5.0,Good
819,Male,Rural,School,17.0,7.0,Laptop,Middle Class,4.0,3.0,No,Yes,3.0,8.0,4.0,Yes,No,No,91-100,2.0,2.0,Both,9.0,Good
821,Male,Rural,Under Graduate,20.0,8.0,Mobile,Middle Class,4.0,4.0,No,No,1.0,8.0,1.0,No,Yes,No,71-80,4.0,5.0,Theory,10.0,Good
822,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,3.0,No,Yes,5.0,7.0,3.0,Yes,Yes,yes,51-60,4.0,4.0,Theory,8.0,Good
826,Male,Rural,Under Graduate,21.0,7.0,Mobile,Middle Class,6.0,2.0,No,No,2.0,6.0,1.0,No,No,No,61-70,4.0,3.0,Theory,8.0,Good
827,Male,Rural,Under Graduate,18.0,5.0,Mobile,Middle Class,4.0,3.0,No,No,1.0,7.0,2.0,No,No,No,51-60,3.0,4.0,Theory,7.0,Average
828,Male,Urban,Under Graduate,20.0,7.0,Mobile,Middle Class,4.0,2.0,Yes,Yes,5.0,8.0,2.0,No,No,No,61-70,4.0,4.0,Theory,10.0,Good
832,Male,Rural,Under Graduate,20.0,7.0,Mobile,Middle Class,4.0,4.0,No,No,5.0,7.0,3.0,Yes,Yes,No,81-90,4.0,3.0,Theory,7.0,Good
833,Male,Urban,Under Graduate,18.0,6.0,Mobile,Poor,4.0,2.0,No,No,4.0,6.0,2.0,No,No,No,71-80,2.0,2.0,Practical,4.0,Bad
835,Male,Urban,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,5.0,Yes,No,3.0,7.0,2.0,Yes,Yes,No,71-80,3.0,2.0,Practical,7.0,Bad
836,Male,Rural,School,20.0,7.0,Mobile,Middle Class,4.0,3.0,No,No,4.0,7.0,2.0,Yes,No,yes,71-80,4.0,4.0,Theory,9.0,Good
837,Female,Urban,Under Graduate,19.0,7.0,Laptop,Middle Class,4.0,3.0,No,No,8.0,7.0,2.0,Yes,No,No,71-80,4.0,4.0,Practical,6.0,Average
838,Male,Urban,Under Graduate,17.0,5.0,Laptop,Middle Class,3.0,4.0,Yes,No,2.0,7.0,3.0,No,Yes,No,71-80,1.0,3.0,Theory,3.0,Bad
840,Male,Rural,Under Graduate,19.0,6.0,Mobile,Middle Class,4.0,2.0,Yes,No,2.0,7.0,1.0,Yes,Yes,No,51-60,1.0,1.0,Theory,4.0,Average
841,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,5.0,4.0,Yes,Yes,2.0,7.0,2.0,Yes,Yes,No,61-70,2.0,2.0,Theory,5.0,Average
842,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,6.0,4.0,No,No,1.0,8.0,1.0,Yes,Yes,No,71-80,4.0,3.0,Theory,8.0,Good
843,Male,Rural,Under Graduate,18.0,7.0,Mobile,Middle Class,4.0,2.0,No,No,5.0,7.0,3.0,No,No,No,81-90,3.0,3.0,Practical,7.0,Average
845,Female,Urban,Under Graduate,19.0,6.0,Mobile,Middle Class,3.0,3.0,No,No,6.0,7.0,2.0,No,No,yes,61-70,3.0,4.0,Theory,7.0,Average
846,Male,Urban,Under Graduate,20.0,7.0,Laptop,Middle Class,5.0,4.0,Yes,Yes,3.0,6.0,1.0,Yes,Yes,yes,71-80,3.0,2.0,Both,8.0,Bad
847,Male,Rural,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,3.0,8.0,3.0,Yes,No,yes,71-80,3.0,3.0,Theory,6.0,Average
848,Female,Urban,Post Graduate,20.0,7.0,Laptop,Middle Class,4.0,3.0,No,Yes,5.0,7.0,3.0,Yes,No,No,71-80,3.0,4.0,Both,8.0,Average
849,Male,Rural,School,18.0,7.0,Laptop,Poor,4.0,2.0,No,No,7.0,7.0,3.0,No,No,No,61-70,3.0,3.0,Theory,7.0,Good
850,Male,Rural,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,3.0,No,Yes,2.0,7.0,2.0,Yes,No,No,71-80,1.0,2.0,Theory,8.0,Good
853,Male,Urban,Under Graduate,18.0,7.0,Laptop,Middle Class,4.0,3.0,No,No,3.0,8.0,5.0,No,Yes,No,71-80,2.0,3.0,Both,6.0,Good
855,Female,Urban,Under Graduate,19.0,8.0,Laptop,Middle Class,5.0,5.0,No,No,4.0,7.0,5.0,No,Yes,No,71-80,3.0,3.0,Theory,8.0,Average
856,Male,Urban,Under Graduate,20.0,5.0,Mobile,Middle Class,5.0,4.0,Yes,Yes,6.0,8.0,1.0,Yes,Yes,yes,81-90,3.0,3.0,Practical,5.0,Average
857,Female,Urban,Under Graduate,18.0,5.0,Mobile,Poor,6.0,3.0,No,Yes,6.0,5.0,1.0,Yes,Yes,yes,71-80,3.0,5.0,Practical,10.0,Average
858,Male,Urban,Under Graduate,21.0,8.0,Laptop,Middle Class,4.0,5.0,No,No,6.0,6.0,2.0,Yes,Yes,No,71-80,5.0,5.0,Practical,8.0,Average
859,Female,Rural,Under Graduate,19.0,7.0,Laptop,Middle Class,4.0,4.0,No,Yes,4.0,7.0,2.0,Yes,Yes,No,91-100,3.0,4.0,Practical,8.0,Average
860,Male,Urban,Under Graduate,21.0,8.0,Laptop,Middle Class,5.0,4.0,No,Yes,6.0,7.0,3.0,Yes,Yes,No,71-80,4.0,3.0,Both,6.0,Average
862,Female,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,3.0,Yes,Yes,4.0,5.0,2.0,No,Yes,No,71-80,3.0,3.0,Theory,7.0,Average
863,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,5.0,3.0,Yes,No,3.0,7.0,2.0,Yes,No,yes,71-80,3.0,3.0,Theory,6.0,Good
865,Male,Rural,Post Graduate,20.0,8.0,Laptop,Middle Class,5.0,4.0,Yes,Yes,3.0,6.0,3.0,No,No,yes,71-80,1.0,2.0,Practical,7.0,Bad
866,Male,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,5.0,Yes,Yes,4.0,6.0,3.0,Yes,Yes,No,71-80,3.0,3.0,Theory,6.0,Average
867,Female,Urban,Under Graduate,18.0,5.0,Mobile,Middle Class,4.0,4.0,Yes,Yes,4.0,6.0,5.0,No,No,yes,71-80,5.0,5.0,Both,8.0,Average
868,Male,Urban,Under Graduate,20.0,8.0,Mobile,Middle Class,5.0,4.0,Yes,Yes,2.0,6.0,1.0,No,No,No,71-80,4.0,3.0,Both,8.0,Average
869,Male,Urban,Under Graduate,19.0,7.0,Laptop,Middle Class,4.0,3.0,No,Yes,5.0,6.0,1.0,Yes,No,No,81-90,4.0,4.0,Both,8.0,Average
870,Male,Rural,Under Graduate,19.0,5.0,Mobile,Middle Class,5.0,2.0,No,No,2.0,8.0,1.0,Yes,Yes,No,81-90,2.0,1.0,Practical,7.0,Average
872,Male,Urban,Under Graduate,19.0,7.0,Laptop,Middle Class,3.0,3.0,No,Yes,4.0,6.0,3.0,Yes,Yes,yes,81-90,3.0,3.0,Theory,6.0,Average
873,Male,Rural,Under Graduate,18.0,7.0,Mobile,Middle Class,4.0,4.0,No,No,5.0,8.0,2.0,Yes,No,No,71-80,4.0,4.0,Theory,8.0,Average
874,Male,Rural,Under Graduate,20.0,7.0,Mobile,Middle Class,4.0,4.0,No,Yes,9.0,8.0,3.0,No,No,No,71-80,3.0,4.0,Both,8.0,Average
875,Male,Urban,Under Graduate,19.0,6.0,Mobile,Middle Class,3.0,2.0,Yes,No,2.0,8.0,4.0,Yes,No,No,71-80,1.0,1.0,Both,5.0,Bad
876,Male,Rural,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,3.0,No,Yes,5.0,6.0,4.0,No,No,No,81-90,3.0,3.0,Theory,6.0,Average
877,Male,Urban,School,17.0,7.0,Desktop,Middle Class,3.0,4.0,Yes,Yes,2.0,6.0,1.0,Yes,Yes,yes,51-60,3.0,3.0,Practical,6.0,Average
878,Male,Rural,Under Graduate,17.0,8.0,Desktop,Middle Class,3.0,4.0,Yes,Yes,2.0,6.0,2.0,Yes,Yes,yes,51-60,2.0,2.0,Theory,8.0,Average
880,Female,Rural,Under Graduate,22.0,6.0,Mobile,Middle Class,6.0,3.0,Yes,Yes,4.0,6.0,3.0,Yes,Yes,yes,71-80,3.0,3.0,Practical,6.0,Average
883,Male,Rural,Post Graduate,22.0,6.0,Mobile,Middle Class,4.0,3.0,No,No,5.0,8.0,3.0,Yes,Yes,yes,61-70,3.0,2.0,Both,7.0,Average
888,Female,Rural,Under Graduate,18.0,6.0,Mobile,Middle Class,4.0,4.0,No,Yes,2.0,6.0,2.0,Yes,No,No,71-80,4.0,4.0,Both,10.0,Good
890,Female,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,3.0,No,No,1.0,6.0,3.0,Yes,No,yes,71-80,3.0,1.0,Theory,7.0,Good
891,Male,Rural,Under Graduate,18.0,8.0,Mobile,Poor,3.0,3.0,No,No,4.0,9.0,1.0,Yes,No,No,91-100,4.0,4.0,Theory,8.0,Average
893,Female,Rural,Under Graduate,18.0,5.0,Mobile,Middle Class,6.0,3.0,No,No,4.0,8.0,3.0,Yes,Yes,yes,91-100,3.0,5.0,Practical,10.0,Good
894,Male,Rural,Under Graduate,17.0,5.0,Mobile,Middle Class,6.0,4.0,Yes,Yes,6.0,7.0,2.0,No,Yes,No,91-100,2.0,2.0,Practical,9.0,Average
895,Female,Urban,Under Graduate,17.0,5.0,Mobile,Middle Class,4.0,5.0,No,Yes,4.0,8.0,2.0,No,No,No,41-50,5.0,5.0,Theory,10.0,Good
896,Male,Urban,School,17.0,5.0,Mobile,Middle Class,4.0,3.0,Yes,Yes,4.0,6.0,2.0,Yes,Yes,No,81-90,1.0,1.0,Practical,8.0,Bad
897,Female,Urban,Under Graduate,18.0,5.0,Mobile,Middle Class,4.0,5.0,Yes,No,5.0,8.0,1.0,Yes,No,yes,41-50,5.0,5.0,Theory,10.0,Good
898,Female,Urban,Under Graduate,18.0,8.0,Mobile,Middle Class,4.0,5.0,No,Yes,8.0,8.0,1.0,No,Yes,No,81-90,5.0,5.0,Both,10.0,Good
899,Male,Rural,Under Graduate,17.0,5.0,Mobile,Middle Class,4.0,3.0,No,No,5.0,7.0,1.0,No,Yes,yes,81-90,3.0,4.0,Practical,8.0,Good
900,Female,Urban,Under Graduate,17.0,6.0,Mobile,Middle Class,4.0,5.0,No,Yes,4.0,8.0,2.0,No,No,No,41-50,5.0,5.0,Theory,10.0,Good
901,Female,Urban,Under Graduate,18.0,6.0,Mobile,Middle Class,4.0,5.0,No,Yes,4.0,8.0,2.0,No,No,No,81-90,3.0,3.0,Theory,4.0,Average
902,Female,Urban,Under Graduate,17.0,6.0,Mobile,Middle Class,4.0,5.0,No,Yes,5.0,8.0,2.0,No,No,No,41-50,5.0,5.0,Theory,10.0,Good
903,Male,Rural,Under Graduate,18.0,6.0,Mobile,Poor,3.0,3.0,Yes,No,8.0,8.0,1.0,No,Yes,No,71-80,3.0,4.0,Both,6.0,Average
907,Male,Rural,Under Graduate,18.0,10.0,Laptop,Middle Class,4.0,2.0,Yes,No,6.0,6.0,1.0,Yes,No,No,61-70,5.0,3.0,Practical,10.0,Good
908,Male,Rural,Under Graduate,18.0,5.0,Mobile,Middle Class,3.0,4.0,No,Yes,4.0,7.0,2.0,Yes,No,No,71-80,5.0,4.0,Theory,9.0,Good
909,Male,Urban,Under Graduate,17.0,5.0,Mobile,Middle Class,4.0,3.0,No,Yes,3.0,8.0,2.0,Yes,No,No,81-90,2.0,2.0,Theory,4.0,Average
910,Male,Rural,Under Graduate,17.0,7.0,Mobile,Middle Class,4.0,5.0,No,Yes,4.0,5.0,4.0,Yes,No,No,71-80,5.0,5.0,Theory,7.0,Good
911,Male,Rural,Under Graduate,18.0,5.0,Mobile,Poor,6.0,4.0,No,No,5.0,7.0,1.0,No,Yes,No,71-80,5.0,5.0,Theory,10.0,Good
912,Male,Rural,Under Graduate,18.0,7.0,Mobile,Middle Class,5.0,4.0,No,No,6.0,7.0,1.0,Yes,No,No,81-90,4.0,4.0,Theory,7.0,Good
914,Male,Rural,Under Graduate,18.0,7.0,Mobile,Middle Class,4.0,3.0,No,Yes,5.0,8.0,2.0,Yes,No,No,81-90,3.0,3.0,Both,8.0,Good
915,Female,Rural,Under Graduate,18.0,8.0,Mobile,Poor,4.0,3.0,No,Yes,2.0,8.0,1.0,No,No,yes,81-90,3.0,3.0,Both,6.0,Average
916,Female,Urban,Post Graduate,17.0,5.0,Laptop,Middle Class,4.0,5.0,No,No,3.0,8.0,1.0,No,Yes,yes,71-80,4.0,4.0,Theory,7.0,Good
917,Male,Rural,Under Graduate,18.0,7.0,Mobile,Poor,5.0,3.0,No,No,5.0,8.0,2.0,Yes,Yes,yes,61-70,4.0,4.0,Both,6.0,Average
918,Female,Rural,Under Graduate,19.0,5.0,Mobile,Middle Class,4.0,3.0,No,Yes,3.0,7.0,3.0,Yes,Yes,yes,81-90,1.0,1.0,Practical,4.0,Average
919,Female,Urban,Under Graduate,17.0,7.0,Mobile,Middle Class,4.0,4.0,Yes,Yes,5.0,9.0,3.0,Yes,No,No,91-100,3.0,3.0,Practical,9.0,Average
921,Female,Urban,Under Graduate,18.0,5.0,Mobile,Middle Class,3.0,2.0,No,No,1.0,6.0,1.0,Yes,No,No,81-90,2.0,1.0,Practical,5.0,Bad
922,Female,Rural,Under Graduate,18.0,5.0,Mobile,Poor,6.0,3.0,No,No,4.0,6.0,1.0,No,No,No,91-100,5.0,4.0,Theory,6.0,Good
923,Female,Rural,Under Graduate,17.0,5.0,Mobile,Middle Class,5.0,3.0,No,No,1.0,7.0,1.0,Yes,No,No,91-100,2.0,2.0,Both,4.0,Average
924,Female,Rural,Under Graduate,17.0,5.0,Mobile,Middle Class,4.0,3.0,No,No,4.0,8.0,2.0,Yes,No,yes,81-90,3.0,4.0,Practical,7.0,Average
925,Female,Rural,Under Graduate,18.0,7.0,Mobile,Poor,5.0,2.0,No,No,2.0,7.0,2.0,No,No,No,91-100,3.0,4.0,Practical,5.0,Average
926,Female,Rural,Under Graduate,18.0,5.0,Mobile,Poor,6.0,5.0,No,No,6.0,6.0,1.0,No,No,No,91-100,3.0,3.0,Theory,6.0,Good
927,Male,Urban,Under Graduate,17.0,5.0,Mobile,Middle Class,6.0,5.0,Yes,No,4.0,7.0,2.0,Yes,No,yes,41-50,4.0,4.0,Practical,10.0,Good
928,Female,Rural,Under Graduate,18.0,7.0,Mobile,Poor,5.0,5.0,No,No,2.0,7.0,1.0,No,No,No,0-10,2.0,2.0,Theory,5.0,Average
929,Female,Urban,Under Graduate,17.0,5.0,Mobile,Middle Class,4.0,3.0,No,Yes,1.0,6.0,5.0,No,No,No,71-80,4.0,1.0,Practical,4.0,Average
930,Female,Rural,Under Graduate,18.0,5.0,Mobile,Poor,4.0,5.0,No,No,3.0,6.0,2.0,No,Yes,No,81-90,2.0,2.0,Theory,5.0,Good
931,Female,Urban,Under Graduate,18.0,5.0,Mobile,Poor,6.0,2.0,No,No,6.0,7.0,1.0,No,No,No,91-100,3.0,2.0,Both,3.0,Average
933,Female,Urban,Under Graduate,18.0,4.0,Laptop,Middle Class,6.0,5.0,No,Yes,10.0,7.0,2.0,No,Yes,No,81-90,3.0,3.0,Practical,9.0,Average
934,Female,Rural,Under Graduate,19.0,6.0,Mobile,Middle Class,6.0,3.0,No,Yes,6.0,6.0,4.0,No,No,No,71-80,2.0,3.0,Practical,7.0,Average
935,Female,Rural,Under Graduate,17.0,7.0,Mobile,Poor,4.0,4.0,No,Yes,2.0,8.0,3.0,No,No,No,91-100,2.0,2.0,Practical,3.0,Bad
936,Male,Rural,Under Graduate,23.0,5.0,Laptop,Middle Class,5.0,4.0,Yes,Yes,3.0,7.0,4.0,Yes,No,yes,61-70,3.0,2.0,Practical,5.0,Average
938,Male,Urban,Under Graduate,21.0,5.0,Laptop,Poor,4.0,5.0,Yes,Yes,1.0,8.0,4.0,Yes,No,No,81-90,4.0,1.0,Practical,7.0,Bad
939,Female,Urban,Under Graduate,21.0,5.0,Mobile,Middle Class,4.0,4.0,No,No,4.0,10.0,3.0,No,Yes,yes,81-90,4.0,4.0,Practical,8.0,Average
